FedBalancer | INFO flower 2022-05-18 19:14:39,458 | app.py:114 | Flower server running (1000 rounds), SSL is disabled
FedBalancer | INFO flower 2022-05-18 19:14:39,458 | server.py:124 | Initializing global parameters
FedBalancer | INFO flower 2022-05-18 19:14:39,458 | server.py:670 | Requesting initial parameters from one random client
FedBalancer | INFO flower 2022-05-18 19:15:01,910 | client_manager.py:156 | Alive clients count: 1
FedBalancer | INFO flower 2022-05-18 19:15:01,910 | server.py:672 | <flwr.server.grpc_server.grpc_client_proxy.GrpcClientProxy object at 0x7fba54639390>
FedBalancer | INFO flower 2022-05-18 19:15:04,079 | server.py:674 | Received initial parameters from one random client
FedBalancer | INFO flower 2022-05-18 19:15:04,079 | server.py:126 | Evaluating initial parameters
FedBalancer | INFO flower 2022-05-18 19:15:04,883 | server.py:133 | initial parameters (loss, other metrics): 1.7820651531219482, {'accuracy': 0.25822871923446655}
FedBalancer | INFO flower 2022-05-18 19:15:06,295 | client_manager.py:156 | Alive clients count: 1
FedBalancer | INFO flower 2022-05-18 19:15:06,295 | server.py:745 | Requesting device info from all clients
FedBalancer | INFO flower 2022-05-18 19:15:06,518 | server.py:750 | Device_id 4
FedBalancer | INFO flower 2022-05-18 19:15:06,518 | server.py:751 | Received device info from all clients
FedBalancer | INFO flower 2022-05-18 19:15:06,518 | server.py:165 | Requesting latency sampling over all clients (1 clients currently)
FedBalancer | INFO flower 2022-05-18 19:15:06,519 | client_manager.py:156 | Alive clients count: 1
FedBalancer | INFO flower 2022-05-18 19:15:44,061 | server.py:237 | client_id,4
FedBalancer | INFO flower 2022-05-18 19:15:44,061 | server.py:238 | download_times,[15.313]
FedBalancer | INFO flower 2022-05-18 19:15:44,061 | server.py:239 | upload_times,[0]
FedBalancer | INFO flower 2022-05-18 19:15:44,061 | server.py:240 | per_epoch_train_times,[3.242]
FedBalancer | INFO flower 2022-05-18 19:15:44,062 | server.py:241 | per_batch_train_times,[0.098]
FedBalancer | INFO flower 2022-05-18 19:15:44,062 | server.py:242 | inference_times,[6.345]
FedBalancer | INFO flower 2022-05-18 19:15:44,062 | server.py:243 | round_completion_times,[37.538]
FedBalancer | INFO flower 2022-05-18 19:15:44,062 | server.py:244 | networking_times,[14.985]
FedBalancer | INFO flower 2022-05-18 19:15:44,062 | client_manager.py:156 | Alive clients count: 1
FedBalancer | INFO flower 2022-05-18 19:16:41,279 | server.py:237 | client_id,4
FedBalancer | INFO flower 2022-05-18 19:16:41,279 | server.py:238 | download_times,[15.313, 30.294]
FedBalancer | INFO flower 2022-05-18 19:16:41,279 | server.py:239 | upload_times,[0, 4.27]
FedBalancer | INFO flower 2022-05-18 19:16:41,279 | server.py:240 | per_epoch_train_times,[3.242, 3.267]
FedBalancer | INFO flower 2022-05-18 19:16:41,279 | server.py:241 | per_batch_train_times,[0.098, 0.099]
FedBalancer | INFO flower 2022-05-18 19:16:41,280 | server.py:242 | inference_times,[6.345, 6.305]
FedBalancer | INFO flower 2022-05-18 19:16:41,280 | server.py:243 | round_completion_times,[37.538, 57.216]
FedBalancer | INFO flower 2022-05-18 19:16:41,280 | server.py:244 | networking_times,[14.985, 34.577]
FedBalancer | INFO flower 2022-05-18 19:16:41,280 | client_manager.py:156 | Alive clients count: 1
FedBalancer | INFO flower 2022-05-18 19:17:31,034 | server.py:237 | client_id,4
FedBalancer | INFO flower 2022-05-18 19:17:31,035 | server.py:238 | download_times,[15.313, 30.294, 27.015]
FedBalancer | INFO flower 2022-05-18 19:17:31,035 | server.py:239 | upload_times,[0, 4.27, 0]
FedBalancer | INFO flower 2022-05-18 19:17:31,035 | server.py:240 | per_epoch_train_times,[3.242, 3.267, 3.353]
FedBalancer | INFO flower 2022-05-18 19:17:31,035 | server.py:241 | per_batch_train_times,[0.098, 0.099, 0.102]
FedBalancer | INFO flower 2022-05-18 19:17:31,035 | server.py:242 | inference_times,[6.345, 6.305, 6.307]
FedBalancer | INFO flower 2022-05-18 19:17:31,035 | server.py:243 | round_completion_times,[37.538, 57.216, 49.753]
FedBalancer | INFO flower 2022-05-18 19:17:31,035 | server.py:244 | networking_times,[14.985, 34.577, 26.68]
FedBalancer | INFO flower 2022-05-18 19:17:31,036 | client_manager.py:156 | Alive clients count: 1
FedBalancer | INFO flower 2022-05-18 19:18:29,439 | server.py:237 | client_id,4
FedBalancer | INFO flower 2022-05-18 19:18:29,439 | server.py:238 | download_times,[15.313, 30.294, 27.015, 31.162]
FedBalancer | INFO flower 2022-05-18 19:18:29,439 | server.py:239 | upload_times,[0, 4.27, 0, 0]
FedBalancer | INFO flower 2022-05-18 19:18:29,439 | server.py:240 | per_epoch_train_times,[3.242, 3.267, 3.353, 3.353]
FedBalancer | INFO flower 2022-05-18 19:18:29,439 | server.py:241 | per_batch_train_times,[0.098, 0.099, 0.102, 0.102]
